年,月日,気温
1896,8月28日,21.5
1896,8月29日,24.2
1896,8月30日,23.6
1896,8月31日,26.3
1896,9月1日,25.3
1896,9月2日,24.2
1896,9月3日,23.3
1896,9月4日,21.9
1896,9月5日,25.2
1896,9月6日,27
1896,9月7日,27.4
1896,9月8日,26.5
1896,9月9日,26.8
1896,9月10日,26.5
1896,9月11日,26.1
1896,9月12日,25.9
1896,9月13日,23.1
1896,9月14日,23.5
1896,9月15日,20.5
1896,9月16日,19.3
1896,9月17日,23
1896,9月18日,22.2
1896,9月19日,21.4
1896,9月20日,19.8
1896,9月21日,19.5
1896,9月22日,18.7
1896,9月23日,20.1
1896,9月24日,20.4
1896,9月25日,19.3
1896,9月26日,17.4
1896,9月27日,19.4
1896,9月28日,18.6
1896,9月29日,18.6
1896,9月30日,17.9
1897,6月1日,20.2
1897,6月2日,21
1897,6月3日,19.1
1897,6月4日,19.7
1897,6月5日,17.4
1897,6月6日,16.3
1897,6月7日,13.6
1897,6月8日,15.8
1897,6月9日,15.9
1897,6月10日,16.3
1897,6月11日,17.9
1897,6月12日,18.6
1897,6月13日,20.7
1897,6月14日,21.2
1897,6月15日,22.1
1897,6月16日,18.1
1897,6月17日,18
1897,6月18日,19.8
1897,6月19日,21.3
1897,6月20日,21.9
1897,6月21日,22.3
1897,6月22日,22.2
1897,6月23日,20.9
1897,6月24日,18.6
1897,6月25日,16.5
1897,6月26日,17.1
1897,6月27日,17.8
1897,6月28日,19
1897,6月29日,18.3
1897,6月30日,17.4
1897,7月1日,16.8
1897,7月2日,17.9
1897,7月3日,19.9
1897,7月4日,22.8
1897,7月5日,23.8
1897,7月6日,22
1897,7月7日,20.4
1897,7月8日,20.2
1897,7月9日,20.2
1897,7月10日,22.8
1897,7月11日,25.7
1897,7月12日,25.6
1897,7月13日,23.2
1897,7月14日,24.8
1897,7月15日,23.8
1897,7月16日,19.5
1897,7月17日,20.6
1897,7月18日,22.9
1897,7月19日,23.1
1897,7月20日,24.5
1897,7月21日,26.3
1897,7月22日,24.9
1897,7月23日,25.7
1897,7月24日,25.2
1897,7月25日,24.9
1897,7月26日,24.8
1897,7月27日,24.9
1897,7月28日,25.7
1897,7月29日,24.8
1897,7月30日,20.8
1897,7月31日,21.2
1897,8月1日,23.6
1897,8月2日,24.9
1897,8月3日,26.1
1897,8月4日,27.9
1897,8月5日,25.1
1897,8月6日,24.5
1897,8月7日,23.9
1897,8月8日,24.3
1897,8月9日,24.8
1897,8月10日,26.1
1897,8月11日,27.2
1897,8月12日,27.3
1897,8月13日,27.8
1897,8月14日,27.2
1897,8月15日,24.7
1897,8月16日,21.4
1897,8月17日,23
1897,8月18日,26
1897,8月19日,26.4
1897,8月20日,26.7
1897,8月21日,25.5
1897,8月22日,25.4
1897,8月23日,23.9
1897,8月24日,23.6
1897,8月25日,25.9
1897,8月26日,25.8
1897,8月27日,22.3
1897,8月28日,23.7
1897,8月29日,22.6
1897,8月30日,25.2
1897,8月31日,22.7
1897,9月1日,26.3
1897,9月2日,25.7
1897,9月3日,26.3
1897,9月4日,27.3
1897,9月5日,21.1
1897,9月6日,18.4
1897,9月7日,20.6
1897,9月8日,21
1897,9月9日,24.4
1897,9月10日,22.3
1897,9月11日,22
1897,9月12日,25.4
1897,9月13日,26
1897,9月14日,19.1
1897,9月15日,19.2
1897,9月16日,19.2
1897,9月17日,21
1897,9月18日,19.3
1897,9月19日,18.3
1897,9月20日,17.3
1897,9月21日,16
1897,9月22日,18.8
1897,9月23日,20.3
1897,9月24日,20.8
1897,9月25日,19.5
1897,9月26日,16.9
1897,9月27日,16
1897,9月28日,19.6
1897,9月29日,17
1897,9月30日,20.5
1898,6月1日,19
1898,6月2日,18.6
1898,6月3日,13.5
1898,6月4日,17.1
1898,6月5日,19.1
1898,6月6日,21.9
1898,6月7日,21.5
1898,6月8日,21
1898,6月9日,21.5
1898,6月10日,21.7
1898,6月11日,20.7
1898,6月12日,19.2
1898,6月13日,14.8
1898,6月14日,12.8
1898,6月15日,13.4
1898,6月16日,17.5
1898,6月17日,17.8
1898,6月18日,16.6
1898,6月19日,16.2
1898,6月20日,16.5
1898,6月21日,16.9
1898,6月22日,17.6
1898,6月23日,18.3
1898,6月24日,19.9
1898,6月25日,23.2
1898,6月26日,23.7
1898,6月27日,23.8
1898,6月28日,22.3
1898,6月29日,24.5
1898,6月30日,26.4
1898,7月1日,27.9
1898,7月2日,26.4
1898,7月3日,23.6
1898,7月4日,24.7
1898,7月5日,24.8
1898,7月6日,23.7
1898,7月7日,25.3
1898,7月8日,26.6
1898,7月9日,25.5
1898,7月10日,26.2
1898,7月11日,25.8
1898,7月12日,26.9
1898,7月13日,22.4
1898,7月14日,23.5
1898,7月15日,23.9
1898,7月16日,24.5
1898,7月17日,24.1
1898,7月18日,24.5
1898,7月19日,25.7
1898,7月20日,26.8
1898,7月21日,27.1
1898,7月22日,28
1898,7月23日,28
1898,7月24日,27.2
1898,7月25日,26.4
1898,7月26日,27
1898,7月27日,27
1898,7月28日,26.8
1898,7月29日,27.2
1898,7月30日,27.1
1898,7月31日,27
1898,8月1日,23.6
1898,8月2日,23.8
1898,8月3日,24.2
1898,8月4日,27.1
1898,8月5日,27
1898,8月6日,27.3
1898,8月7日,26.2
1898,8月8日,24.9
1898,8月9日,24.4
1898,8月10日,26.4
1898,8月11日,26.5
1898,8月12日,26.5
1898,8月13日,26.8
1898,8月14日,24.6
1898,8月15日,26.2
1898,8月16日,27.1
1898,8月17日,28.6
1898,8月18日,27.6
1898,8月19日,27.9
1898,8月20日,27.5
1898,8月21日,27.3
1898,8月22日,26.2
1898,8月23日,25.2
1898,8月24日,24
1898,8月25日,25.6
1898,8月26日,26.2
1898,8月27日,26.8
1898,8月28日,25.5
1898,8月29日,25.3
1898,8月30日,26.9
1898,8月31日,26.5
1898,9月1日,25.3
1898,9月2日,27.8
1898,9月3日,25.2
1898,9月4日,26.4
1898,9月5日,26.8
1898,9月6日,25.7
1898,9月7日,26.7
1898,9月8日,23.2
1898,9月9日,22.9
1898,9月10日,24
1898,9月11日,24.7
1898,9月12日,23.2
1898,9月13日,20.6
1898,9月14日,19
1898,9月15日,21.2
1898,9月16日,21.1
1898,9月17日,20
1898,9月18日,20.9
1898,9月19日,19.2
1898,9月20日,21
1898,9月21日,20.5
1898,9月22日,19.6
1898,9月23日,15.9
1898,9月24日,17.9
1898,9月25日,16.7
1898,9月26日,17.9
1898,9月27日,18.6
1898,9月28日,19.4
1898,9月29日,16.4
1898,9月30日,20.9
1899,6月1日,18.1
1899,6月2日,20.1
1899,6月3日,19.8
1899,6月4日,21.5
1899,6月5日,20.4
1899,6月6日,20.7
1899,6月7日,21.3
1899,6月8日,18.7
1899,6月9日,22.6
1899,6月10日,21
1899,6月11日,20.8
1899,6月12日,22.2
1899,6月13日,19.8
1899,6月14日,20.9
1899,6月15日,21.9
1899,6月16日,22.3
1899,6月17日,23.4
1899,6月18日,21.5
1899,6月19日,23.3
1899,6月20日,24.7
1899,6月21日,17.4
1899,6月22日,17.2
1899,6月23日,19.9
1899,6月24日,21.3
1899,6月25日,23.9
1899,6月26日,24.8
1899,6月27日,25
1899,6月28日,25.1
1899,6月29日,24.6
1899,6月30日,20.3
1899,7月1日,20.2
1899,7月2日,22.4
1899,7月3日,23.5
1899,7月4日,24.9
1899,7月5日,24.7
1899,7月6日,23.6
1899,7月7日,24
1899,7月8日,19.4
1899,7月9日,16.6
1899,7月10日,17.4
1899,7月11日,20.8
1899,7月12日,24.7
1899,7月13日,24.9
1899,7月14日,24.9
1899,7月15日,25.3
1899,7月16日,25.2
1899,7月17日,22.9
1899,7月18日,22.6
1899,7月19日,24.1
1899,7月20日,25.2
1899,7月21日,24
1899,7月22日,22.9
1899,7月23日,24.4
1899,7月24日,24
1899,7月25日,23.2
1899,7月26日,23.6
1899,7月27日,23.7
1899,7月28日,23.9
1899,7月29日,23
1899,7月30日,24.4
1899,7月31日,23.8
1899,8月1日,23.2
1899,8月2日,24.2
1899,8月3日,21.6
1899,8月4日,25.6
1899,8月5日,26.6
1899,8月6日,26.5
1899,8月7日,22.3
1899,8月8日,24.6
1899,8月9日,26.3
1899,8月10日,26.7
1899,8月11日,27.5
1899,8月12日,28.1
1899,8月13日,27.7
1899,8月14日,25.3
1899,8月15日,26.7
1899,8月16日,28.3
1899,8月17日,27.7
1899,8月18日,27.1
1899,8月19日,27.4
1899,8月20日,26.4
1899,8月21日,27.3
1899,8月22日,28.1
1899,8月23日,26.8
1899,8月24日,27.4
1899,8月25日,27.8
1899,8月26日,27
1899,8月27日,27.2
1899,8月28日,27.3
1899,8月29日,24.4
1899,8月30日,23.1
1899,8月31日,21.6
1899,9月1日,22.5
1899,9月2日,20
1899,9月3日,22.7
1899,9月4日,23.5
1899,9月5日,22.8
1899,9月6日,18.7
1899,9月7日,18.4
1899,9月8日,20.8
1899,9月9日,23.2
1899,9月10日,21.6
1899,9月11日,21.2
1899,9月12日,18
1899,9月13日,20.1
1899,9月14日,20.8
1899,9月15日,21
1899,9月16日,21.5
1899,9月17日,20.8
1899,9月18日,19.7
1899,9月19日,19.3
1899,9月20日,16.8
1899,9月21日,15.4
1899,9月22日,17.6
1899,9月23日,18.3
1899,9月24日,19.6
1899,9月25日,19.8
1899,9月26日,17
1899,9月27日,18.7
1899,9月28日,20.4
1899,9月29日,16.6
1899,9月30日,17.3
1900,6月1日,17.9
1900,6月2日,19
1900,6月3日,19.7
1900,6月4日,19.8
1900,6月5日,19.6
1900,6月6日,16.6
1900,6月7日,17.4
1900,6月8日,18.6
1900,6月9日,19.3
1900,6月10日,19.7
1900,6月11日,18.6
1900,6月12日,19.9
1900,6月13日,21.4
1900,6月14日,20.3
1900,6月15日,16.5
1900,6月16日,13.9
1900,6月17日,14.4
1900,6月18日,15.9
1900,6月19日,16.9
1900,6月20日,19.4
1900,6月21日,20.9
1900,6月22日,22.3
1900,6月23日,21.8
1900,6月24日,23.2
1900,6月25日,19.9
1900,6月26日,23.6
1900,6月27日,21.8
1900,6月28日,21.3
1900,6月29日,20.1
1900,6月30日,18.5
1900,7月1日,19.3
1900,7月2日,21
1900,7月3日,22.5
1900,7月4日,22.6
1900,7月5日,21.8
1900,7月6日,22.4
1900,7月7日,23.6
1900,7月8日,22.2
1900,7月9日,23
1900,7月10日,23.6
1900,7月11日,23.4
1900,7月12日,20.8
1900,7月13日,24.2
1900,7月14日,24.4
1900,7月15日,24.3
1900,7月16日,21.7
1900,7月17日,19.3
1900,7月18日,17.6
1900,7月19日,19.7
1900,7月20日,20.3
1900,7月21日,24.6
1900,7月22日,23.5
1900,7月23日,24.7
1900,7月24日,24.9
1900,7月25日,25.6
1900,7月26日,28.4
1900,7月27日,27.5
1900,7月28日,24.8
1900,7月29日,22.4
1900,7月30日,20.2
1900,7月31日,21
1900,8月1日,22.3
1900,8月2日,24.2
1900,8月3日,25.3
1900,8月4日,25.5
1900,8月5日,25.7
1900,8月6日,26
1900,8月7日,25.7
1900,8月8日,26.7
1900,8月9日,26.5
1900,8月10日,26
1900,8月11日,26.9
1900,8月12日,25.8
1900,8月13日,26.2
1900,8月14日,26.6
1900,8月15日,27
1900,8月16日,27.3
1900,8月17日,27.1
1900,8月18日,25.7
1900,8月19日,27.7
1900,8月20日,27.2
1900,8月21日,27.2
1900,8月22日,26.9
1900,8月23日,27.3
1900,8月24日,27.1
1900,8月25日,27.5
1900,8月26日,28.1
1900,8月27日,29
1900,8月28日,24.4
1900,8月29日,23.1
1900,8月30日,23.1
1900,8月31日,22.6
1900,9月1日,25.3
1900,9月2日,25.1
1900,9月3日,25.7
1900,9月4日,26.4
1900,9月5日,26.2
1900,9月6日,24.6
1900,9月7日,20.1
1900,9月8日,24.3
1900,9月9日,25.8
1900,9月10日,23.2
1900,9月11日,21.6
1900,9月12日,19.7
1900,9月13日,23.5
1900,9月14日,26
1900,9月15日,22.2
1900,9月16日,21.8
1900,9月17日,20.3
1900,9月18日,19.4
1900,9月19日,19.7
1900,9月20日,26.1
1900,9月21日,24
1900,9月22日,24.3
1900,9月23日,23.2
1900,9月24日,19.6
1900,9月25日,21.7
1900,9月26日,21.4
1900,9月27日,23
1900,9月28日,21.3
1900,9月29日,18
1900,9月30日,15.8
1901,6月1日,19.6
1901,6月2日,17.1
1901,6月3日,15
1901,6月4日,13.6
1901,6月5日,15.5
1901,6月6日,18.7
1901,6月7日,19.3
1901,6月8日,20.4
1901,6月9日,19.6
1901,6月10日,20.7
1901,6月11日,19.9
1901,6月12日,21.4
1901,6月13日,21.1
1901,6月14日,21.3
1901,6月15日,20
1901,6月16日,21.6
1901,6月17日,21.8
1901,6月18日,21.4
1901,6月19日,21.2
1901,6月20日,23.1
1901,6月21日,22.4
1901,6月22日,21.2
1901,6月23日,21.6
1901,6月24日,22.1
1901,6月25日,23.1
1901,6月26日,22.4
1901,6月27日,24.6
1901,6月28日,23.9
1901,6月29日,25.6
1901,6月30日,19.2
1901,7月1日,17.3
1901,7月2日,19
1901,7月3日,20.9
1901,7月4日,23.5
1901,7月5日,20.9
1901,7月6日,18.3
1901,7月7日,17.2
1901,7月8日,18.1
1901,7月9日,18
1901,7月10日,19.2
1901,7月11日,20
1901,7月12日,22.4
1901,7月13日,25.2
1901,7月14日,20.7
1901,7月15日,19.4
1901,7月16日,21.8
1901,7月17日,20.1
1901,7月18日,21.8
1901,7月19日,22.4
1901,7月20日,23
1901,7月21日,22.2
1901,7月22日,22.7
1901,7月23日,23.4
1901,7月24日,23.8
1901,7月25日,24.9
1901,7月26日,25.8
1901,7月27日,25.9
1901,7月28日,26.8
1901,7月29日,26.9
1901,7月30日,26.9
1901,7月31日,26.5
1901,8月1日,27
1901,8月2日,27
1901,8月3日,27.1
1901,8月4日,28.2
1901,8月5日,28.8
1901,8月6日,27.7
1901,8月7日,21.2
1901,8月8日,19.4
1901,8月9日,19.8
1901,8月10日,19.5
1901,8月11日,22.3
1901,8月12日,25.3
1901,8月13日,26
1901,8月14日,27.5
1901,8月15日,27.6
1901,8月16日,27.6
1901,8月17日,27.1
1901,8月18日,26.5
1901,8月19日,26.7
1901,8月20日,26.3
1901,8月21日,26.4
1901,8月22日,25.1
1901,8月23日,23.6
1901,8月24日,25.1
1901,8月25日,25.6
1901,8月26日,26.3
1901,8月27日,25.7
1901,8月28日,23.2
1901,8月29日,22.3
1901,8月30日,22.9
1901,8月31日,22.1
1901,9月1日,22.2
1901,9月2日,23.3
1901,9月3日,25.1
1901,9月4日,25.8
1901,9月5日,25.1
1901,9月6日,25.9
1901,9月7日,25.1
1901,9月8日,26.3
1901,9月9日,25.1
1901,9月10日,24.8
1901,9月11日,24.2
1901,9月12日,24.5
1901,9月13日,23.1
1901,9月14日,22.3
1901,9月15日,22.4
1901,9月16日,21.6
1901,9月17日,20.6
1901,9月18日,19.3
1901,9月19日,20.6
1901,9月20日,22
1901,9月21日,22.1
1901,9月22日,22.4
1901,9月23日,22.2
1901,9月24日,22.9
1901,9月25日,23.7
1901,9月26日,19.7
1901,9月27日,16.1
1901,9月28日,16.3
1901,9月29日,15.9
1901,9月30日,17.8
1902,6月1日,17.2
1902,6月2日,17.7
1902,6月3日,18
1902,6月4日,19.2
1902,6月5日,20.4
1902,6月6日,18
1902,6月7日,18.9
1902,6月8日,22
1902,6月9日,20.9
1902,6月10日,21.8
1902,6月11日,21.4
1902,6月12日,22.7
1902,6月13日,20.7
1902,6月14日,19.5
1902,6月15日,15.3
1902,6月16日,16.9
1902,6月17日,18.2
1902,6月18日,18.3
1902,6月19日,18.5
1902,6月20日,18.8
1902,6月21日,20.4
1902,6月22日,21.1
1902,6月23日,20.7
1902,6月24日,22.3
1902,6月25日,24.1
1902,6月26日,22.4
1902,6月27日,20.9
1902,6月28日,20.3
1902,6月29日,19.2
1902,6月30日,18.8
1902,7月1日,17.2
1902,7月2日,19.5
1902,7月3日,18.7
1902,7月4日,21.3
1902,7月5日,20.9
1902,7月6日,22
1902,7月7日,20.8
1902,7月8日,20.8
1902,7月9日,22.8
1902,7月10日,22.2
1902,7月11日,22.5
1902,7月12日,23.9
1902,7月13日,23.9
1902,7月14日,23.3
1902,7月15日,20.8
1902,7月16日,20
1902,7月17日,20.3
1902,7月18日,21.8
1902,7月19日,23.6
1902,7月20日,22
1902,7月21日,18.4
1902,7月22日,21
1902,7月23日,21.3
1902,7月24日,26
1902,7月25日,26.6
1902,7月26日,24
1902,7月27日,21.8
1902,7月28日,22.7
1902,7月29日,20.2
1902,7月30日,21.6
1902,7月31日,24.6
1902,8月1日,26.5
1902,8月2日,21.2
1902,8月3日,19
1902,8月4日,21.2
1902,8月5日,24.2
1902,8月6日,26.2
1902,8月7日,24.3
1902,8月8日,23.7
1902,8月9日,22.6
1902,8月10日,22.1
1902,8月11日,18.5
1902,8月12日,18.8
1902,8月13日,21.2
1902,8月14日,21.4
1902,8月15日,20.8
1902,8月16日,20.6
1902,8月17日,21.7
1902,8月18日,22.4
1902,8月19日,19.5
1902,8月20日,23.1
1902,8月21日,25.1
1902,8月22日,25.4
1902,8月23日,26.6
1902,8月24日,23.9
1902,8月25日,22.7
1902,8月26日,19
1902,8月27日,21.6
1902,8月28日,24.3
1902,8月29日,26.2
1902,8月30日,27.6
1902,8月31日,27
1902,9月1日,24.3
1902,9月2日,22.3
1902,9月3日,24.1
1902,9月4日,25
1902,9月5日,25.5
1902,9月6日,25.6
1902,9月7日,25.9
1902,9月8日,24.8
1902,9月9日,25.1
1902,9月10日,25.2
1902,9月11日,24.4
1902,9月12日,23.4
1902,9月13日,23.4
1902,9月14日,21.9
1902,9月15日,22.7
1902,9月16日,22.8
1902,9月17日,24
1902,9月18日,21.5
1902,9月19日,19.9
1902,9月20日,19.5
1902,9月21日,20.6
1902,9月22日,19.1
1902,9月23日,19.7
1902,9月24日,21.9
1902,9月25日,21.2
1902,9月26日,17.8
1902,9月27日,17.1
1902,9月28日,23.7
1902,9月29日,22.7
1902,9月30日,21.6
1903,6月1日,20.1
1903,6月2日,17.8
1903,6月3日,20.1
1903,6月4日,19.1
1903,6月5日,18.6
1903,6月6日,20.8
1903,6月7日,19.4
1903,6月8日,21.7
1903,6月9日,20.5
1903,6月10日,21.5
1903,6月11日,20.4
1903,6月12日,22.1
1903,6月13日,20.5
1903,6月14日,19.1
1903,6月15日,19.1
1903,6月16日,19
1903,6月17日,20
1903,6月18日,20.3
1903,6月19日,20.4
1903,6月20日,18
1903,6月21日,19.6
1903,6月22日,18.1
1903,6月23日,20.1
1903,6月24日,19.9
1903,6月25日,19.2
1903,6月26日,18.2
1903,6月27日,18.3
1903,6月28日,17.1
1903,6月29日,20.5
1903,6月30日,20.6
1903,7月1日,20.3
1903,7月2日,23.6
1903,7月3日,21.6
1903,7月4日,17.4
1903,7月5日,17.8
1903,7月6日,19.5
1903,7月7日,19.7
1903,7月8日,20.1
1903,7月9日,23.2
1903,7月10日,22.7
1903,7月11日,23.3
1903,7月12日,22.3
1903,7月13日,21.8
1903,7月14日,22.5
1903,7月15日,24.1
1903,7月16日,24.3
1903,7月17日,25.6
1903,7月18日,26.1
1903,7月19日,25.4
1903,7月20日,26.1
1903,7月21日,24.4
1903,7月22日,24.7
1903,7月23日,24.2
1903,7月24日,23.6
1903,7月25日,23.1
1903,7月26日,25.3
1903,7月27日,25.7
1903,7月28日,25.9
1903,7月29日,26
1903,7月30日,25.9
1903,7月31日,23.3
1903,8月1日,23.8
1903,8月2日,20.9
1903,8月3日,22.2
1903,8月4日,26.6
1903,8月5日,27.4
1903,8月6日,28
1903,8月7日,28.1
1903,8月8日,28.1
1903,8月9日,27.7
1903,8月10日,27.9
1903,8月11日,29
1903,8月12日,28
1903,8月13日,27.8
1903,8月14日,27.4
1903,8月15日,27.1
1903,8月16日,25.8
1903,8月17日,25.5
1903,8月18日,25.1
1903,8月19日,25.9
1903,8月20日,24
1903,8月21日,23.3
1903,8月22日,23.3
1903,8月23日,24.3
1903,8月24日,26.1
1903,8月25日,27.8
1903,8月26日,27.1
1903,8月27日,23.2
1903,8月28日,23.5
1903,8月29日,23.6
1903,8月30日,24.4
1903,8月31日,24.7
1903,9月1日,26
1903,9月2日,26.4
1903,9月3日,26.5
1903,9月4日,26.5
1903,9月5日,26.6
1903,9月6日,26.4
1903,9月7日,24.4
1903,9月8日,24.8
1903,9月9日,24.7
1903,9月10日,27.2
1903,9月11日,20.3
1903,9月12日,20.2
1903,9月13日,20.6
1903,9月14日,19.9
1903,9月15日,20.1
1903,9月16日,21
1903,9月17日,23.1
1903,9月18日,26.4
1903,9月19日,21.2
1903,9月20日,19.3
1903,9月21日,19.4
1903,9月22日,18.5
1903,9月23日,20.8
1903,9月24日,23
1903,9月25日,21.4
1903,9月26日,19.2
1903,9月27日,19.2
1903,9月28日,20
1903,9月29日,17.8
1903,9月30日,18.7
1904,6月1日,18
1904,6月2日,19.1
1904,6月3日,20.2
1904,6月4日,21.9
1904,6月5日,23.1
1904,6月6日,22
1904,6月7日,23.8
1904,6月8日,22.8
1904,6月9日,22.7
1904,6月10日,22.2
1904,6月11日,19.6
1904,6月12日,21.1
1904,6月13日,20.8
1904,6月14日,22.2
1904,6月15日,20.7
1904,6月16日,19.4
1904,6月17日,22.1
1904,6月18日,21.7
1904,6月19日,21.4
1904,6月20日,20.1
1904,6月21日,20.2
1904,6月22日,21.4
1904,6月23日,21.2
1904,6月24日,21.3
1904,6月25日,22.8
1904,6月26日,24.6
1904,6月27日,25.9
1904,6月28日,23
1904,6月29日,24.8
1904,6月30日,24.9
1904,7月1日,25.4
1904,7月2日,25.1
1904,7月3日,21.3
1904,7月4日,22.9
1904,7月5日,25.7
1904,7月6日,26.6
1904,7月7日,26.7
1904,7月8日,26
1904,7月9日,25.9
1904,7月10日,24.7
1904,7月11日,24.5
1904,7月12日,23.8
1904,7月13日,25.8
1904,7月14日,25.9
1904,7月15日,20.7
1904,7月16日,23.3
1904,7月17日,25.9
1904,7月18日,25
1904,7月19日,25.3
1904,7月20日,26.1
1904,7月21日,26.1
1904,7月22日,26.7
1904,7月23日,26.3
1904,7月24日,23.2
1904,7月25日,21.7
1904,7月26日,24.6
1904,7月27日,25.4
1904,7月28日,25.7
1904,7月29日,24.6
1904,7月30日,25.1
1904,7月31日,23.7
1904,8月1日,24.9
1904,8月2日,25.4
1904,8月3日,22.7
1904,8月4日,22.3
1904,8月5日,25.4
1904,8月6日,27.1
1904,8月7日,26.6
1904,8月8日,26.1
1904,8月9日,26.6
1904,8月10日,25.9
1904,8月11日,25.5
1904,8月12日,25.8
1904,8月13日,26
1904,8月14日,26.6
1904,8月15日,26
1904,8月16日,25.1
1904,8月17日,25
1904,8月18日,25.9
1904,8月19日,26.9
1904,8月20日,27.3
1904,8月21日,26.8
1904,8月22日,26.5
1904,8月23日,26.1
1904,8月24日,25.1
1904,8月25日,25.3
1904,8月26日,23.8
1904,8月27日,22.6
1904,8月28日,23.8
1904,8月29日,24
1904,8月30日,20
1904,8月31日,22.4
1904,9月1日,26.9
1904,9月2日,26.6
1904,9月3日,20.9
1904,9月4日,21.1
1904,9月5日,22.3
1904,9月6日,21.5
1904,9月7日,23.6
1904,9月8日,24
1904,9月9日,22.7
1904,9月10日,22.4
1904,9月11日,23.1
1904,9月12日,22.2
1904,9月13日,25.1
1904,9月14日,24.4
1904,9月15日,21.6
1904,9月16日,20.4
1904,9月17日,25.3
1904,9月18日,25
1904,9月19日,18.2
1904,9月20日,19.7
1904,9月21日,23.2
1904,9月22日,20.8
1904,9月23日,19.7
1904,9月24日,18.3
1904,9月25日,14.8
1904,9月26日,15.9
1904,9月27日,17.6
1904,9月28日,16.4
1904,9月29日,16
1904,9月30日,16.2
1905,6月1日,20.2
1905,6月2日,21.7
1905,6月3日,22.1
1905,6月4日,19.8
1905,6月5日,20.2
1905,6月6日,19.5
1905,6月7日,20.4
1905,6月8日,19.5
1905,6月9日,19.8
1905,6月10日,20.4
1905,6月11日,17.7
1905,6月12日,16.9
1905,6月13日,22.5
1905,6月14日,23.2
1905,6月15日,23.1
1905,6月16日,20.1
1905,6月17日,20.1
1905,6月18日,19.5
1905,6月19日,17.4
1905,6月20日,17.5
1905,6月21日,24.8
1905,6月22日,22.7
1905,6月23日,21.7
1905,6月24日,23.3
1905,6月25日,22
1905,6月26日,22
1905,6月27日,22.4
1905,6月28日,21.2
1905,6月29日,23.3
1905,6月30日,19.4
1905,7月1日,19.3
1905,7月2日,21.6
1905,7月3日,23.9
1905,7月4日,24.1
1905,7月5日,22.8
1905,7月6日,21.7
1905,7月7日,20.8
1905,7月8日,23.5
1905,7月9日,24.4
1905,7月10日,25.3
1905,7月11日,25.3
1905,7月12日,24.9
1905,7月13日,26.1
1905,7月14日,26
1905,7月15日,26
1905,7月16日,25
1905,7月17日,25.5
1905,7月18日,25.8
1905,7月19日,24.9
1905,7月20日,25.1
1905,7月21日,23.4
1905,7月22日,22.5
1905,7月23日,21.6
1905,7月24日,20.1
1905,7月25日,19.8
1905,7月26日,20
1905,7月27日,22.2
1905,7月28日,24.4
1905,7月29日,23.1
1905,7月30日,24.3
1905,7月31日,19
1905,8月1日,23
1905,8月2日,20.3
1905,8月3日,22.4
1905,8月4日,20.8
1905,8月5日,23.9
1905,8月6日,25.9
1905,8月7日,27.7
1905,8月8日,27.1
1905,8月9日,27.4
1905,8月10日,27
1905,8月11日,23.2
1905,8月12日,24.8
1905,8月13日,26.7
1905,8月14日,20.1
1905,8月15日,19.8
1905,8月16日,21.8
1905,8月17日,22.4
1905,8月18日,24
1905,8月19日,20.1
1905,8月20日,19.1
1905,8月21日,19.3
1905,8月22日,19.7
1905,8月23日,20.1
1905,8月24日,19.8
1905,8月25日,17.9
1905,8月26日,18.4
1905,8月27日,20.7
1905,8月28日,20.1
1905,8月29日,20.3
1905,8月30日,21.2
1905,8月31日,22.9
1905,9月1日,21.1
1905,9月2日,23
1905,9月3日,23.8
1905,9月4日,26.5
1905,9月5日,27.5
1905,9月6日,25.9
1905,9月7日,23.8
1905,9月8日,23.2
1905,9月9日,22.8
1905,9月10日,24.3
1905,9月11日,24.9
1905,9月12日,24.7
1905,9月13日,23.7
1905,9月14日,24.5
1905,9月15日,25.4
1905,9月16日,25.3
1905,9月17日,21.2
1905,9月18日,17.1
1905,9月19日,16.7
1905,9月20日,16.8
1905,9月21日,19.2
1905,9月22日,18.9
1905,9月23日,18.8
1905,9月24日,18.8
1905,9月25日,19.7
1905,9月26日,19.7
1905,9月27日,22.6
1905,9月28日,20.8
1905,9月29日,19.2
1905,9月30日,16
1906,6月1日,14.9
1906,6月2日,17.2
1906,6月3日,19.9
1906,6月4日,19.5
1906,6月5日,20
1906,6月6日,19.4
1906,6月7日,21.2
1906,6月8日,17
1906,6月9日,16.2
1906,6月10日,17
1906,6月11日,19.3
1906,6月12日,17.4
1906,6月13日,17.1
1906,6月14日,17.1
1906,6月15日,18.3
1906,6月16日,19.1
1906,6月17日,20.8
1906,6月18日,19.7
1906,6月19日,18.8
1906,6月20日,17.9
1906,6月21日,16.3
1906,6月22日,13.7
1906,6月23日,15.6
1906,6月24日,15.6
1906,6月25日,16.2
1906,6月26日,21
1906,6月27日,21.2
1906,6月28日,21.8
1906,6月29日,22.2
1906,6月30日,20.8
1906,7月1日,20.5
1906,7月2日,20.6
1906,7月3日,22.4
1906,7月4日,22.4
1906,7月5日,18.7
1906,7月6日,18.1
1906,7月7日,18.9
1906,7月8日,18.8
1906,7月9日,19.4
1906,7月10日,19
1906,7月11日,19.9
1906,7月12日,22.2
1906,7月13日,24.3
1906,7月14日,24.3
1906,7月15日,24.5
1906,7月16日,25.6
1906,7月17日,26.1
1906,7月18日,25.2
1906,7月19日,25.6
1906,7月20日,26.5
1906,7月21日,26.1
1906,7月22日,26.2
1906,7月23日,25.9
